University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2020,Female,22,2019,BCSE,summer 22 (8th),No,No,1 or 2,1,Online,Yes,Yes,3 to 4,Intermediate,99%,No,No,Yes,Software  Development skill,00,Software,Single,No,Family,No,3.32,No,3.17,85,40000BDT,
2020,Female,21,2019,BCSE,Summer 2022,Yes,Yes,3 to 4,1 to 2 times,Offline,Yes,Yes,4 hour,Intermediate,95%,No,No,No,Programming,2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,3.21,No,3.36,76,25000,
2022,Male,19,2020,BCSE,2,Yes,No,5 or 6 ,2 times(morning time and night time) ,Offline,Yes,Yes,1.5 hour ,Basic,100%,No,No,Yes,Programming,4,Artificial Intelligence,Single,No,Bachelor,No,3.93,No,3.93,11,15000,
2019,Male,24,2017 (DIPLOMA),BCSE,11th,No,No,6,2,Offline,Yes,Yes,1,Intermediate,90,No,No,No,"Programming, Web development skill(Frontend), Networking",3,"Software, NETWORKING",Single,No,Family,No,3.94,No,3.76,130,40000,
2021,Female,22,2021,BCSE,3rd,No,No,4,4,Online,Yes,Yes,3,Intermediate,95%,Yes,No,Yes,Programming,2,Software,Single,Yes,Bachelor,No,2.87,No,2.31,24,200000,
2021,Male,21,2020,BCSE,5th,No,No,3,3,Offline,Yes,Yes,2,Basic,100%,No,No,Yes,Programming,2,Software,Single,No,Bachelor,No,3.31,No,3.27,49,30000+,
2022,Female,19,2020,BCSE,2nd semester ,Yes,Yes,5,2/3,Online,Yes,Yes,Less than 1 hour,Intermediate,99%,No,No,Yes,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,4,Yes,4,11,35000BDT,
2022,Male,20,2020,BCSE,Second ,Yes,No,0,0,Offline,Yes,Yes,4-6,Basic,100%,No,No,No,Programming,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Bachelor,No,4.6,No,4.6,12,20000,
2021,Male,20,2020,BCSE,3rd,Yes,No,1,1,Online,Yes,Yes,2/3,Intermediate,75,Yes,No,Yes,Programming,1,Machine Learning / Deep Learning,Single,No,Bachelor,Yes,2.08,No,2.68,20,50000,
2021,Female,22,Diploma in Engineer passing year:  2020,BCSE,3rd semester (sammar 2022),No,Yes,6 hour,2,Offline,Yes,Yes,Yes,Basic,80%,Yes,No,Yes,Programming,2,Software,Single,No,Family,No,2.62,No,2.64,18,"5,000",
2022,Male,19,2020,BCSE,Summer 2022,Yes,Yes,2,1,Offline,Yes,Yes,12-15 hour,Basic,100,No,No,Yes,"Programming, Web development skill(Frontend), Content Creating, freelancing, marketing,",2,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Bachelor,No,3.89,No,3.89,12,35000,
2018,Female,23,2016,BCSE,14,No,Yes,2,1,Offline,Yes,Yes,20,Advance,70%,Yes,No,Yes,Networking,1,Machine Learning / Deep Learning,In a relationship,No,Family,No,2.75,No,2.88,111,70000 BDT,
2020,Male,22,2018,BCSE,SUMMER 2022 (8TH SEMESTER),No,No,5-10 HOURS,2-3 TIMES,Online,No,Yes,2-3 HOURS,Intermediate,98%,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",3-4 hours,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science, Mathematics",Single,No,Family,No,4,No,3.97,87,30000,
2020,Male,22,2018,BCSE,8,Yes,No,3,2,Online,Yes,Yes,2,Intermediate,95%,No,No,No,"Programming, Web development skill(Frontend)",2,Software,Single,No,Bachelor,No,3.57,No,3.57,90,40000,
2020,Female,22,2018,BCSE,8th,Yes,No,2-3,4 day -1 time  another 3 day- 2/3 times,Offline,Yes,Yes,At least 2 hour ,Intermediate,98%,No,No,Yes,Software  Development skill,00,Software,Single,No,Bachelor,Yes,3.19,No,3.41,90 may be,00,
2019,Male,23,2018,BCSE,11,Yes,No,8-9,5 times,Offline,Yes,Yes,1.5 hours,Intermediate,99%,No,No,No,"Programming, Web development skill(Frontend), Networking",3,Software,Single,No,Bachelor,No,3.6,No,3.9,130+,200$,
2020,Female,20,2019,BCSE,7,No,Yes,6,2,Offline,Yes,Yes,6,Intermediate,85%,Yes,No,Yes,Software  Development skill,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,2.88,No,2.88,68,100000,
2022,Male,20,2020,BCSE,2nd,Yes,No,3hr,4hr,Offline,Yes,No,6 hr,Basic,90,Yes,No,Yes,Programming,2hr,Software,Single,No,Bachelor,No,2.74,No,2.74,23,20000,
2021,Female,20,2019,BCSE,3rd semester ,No,Yes,5 hour,3 hour,Offline,Yes,No,3 hour ,Basic,50 %,Yes,No,No,Programming,3,Hardware,Single,No,Family,No,1.41,No,2.55,25,10000,
2019,Female,22,2017,BCSE,11th semester ,No,No,5 hours ,2 times ,Offline,Yes,Yes,3 hours,Intermediate,100%,No,No,Yes,Web development skill(Frontend),2/3 hours ,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.42,No,3.32,122,40000 TK,
2019,Female,22,2017,BCSE,11 th ,No,No,5 hour,2 times,Offline,Yes,Yes,3 hour ,Intermediate,99%,No,No,Yes,Web development skill(Frontend),2 hours,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.1,No,3.08,118,40000 BDT,
2020,Male,21,2019,BCSE,8th,Yes,No,1-2 Hours,1-2 times in average ,Online,Yes,Yes,Less than an hour,Advance,90%,No,No,No,"Programming, Web development skill(Backend), Graphics Design ",2,"Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,3.96,No,3.86,87,120000 BDT,
2022,Male,20,2020,BCSE,2nd,Yes,No,3-4 hours ,2,Online,Yes,Yes,2/3 hour ,Intermediate,70%,No,No,Yes,Programming,1 hour,Data Science,Single,No,Bachelor,No,3.29,No,3.29,11,35000-40000,
2022,Female,22,2017,BCSE,Summer 2022,Yes,Yes,3,3,Offline,Yes,Yes,3,Basic,100%,No,No,No,Programming,2,Software,Single,No,Family,No,3.75,No,3.75,12,50000,
2020,Female,21,2019,BCSE,8,Yes,No,5hour,two times,Offline,Yes,Yes,2hour,Intermediate,100%,No,No,Yes,"Programming, Web development skill(Frontend), Content writer, affiliate marketing",3hour,Software,Single,No,Bachelor,No,3.66,No,3.8,87,50000BDT,
2022,Female,20,2019,BCSE,1st semester ,Yes,Yes,2-3 hours,3times a day,Offline,Yes,Yes,1-2hours,Basic,97%,No,No,Yes,"Programming, Software  Development skill",2,"NETWORKING, Artificial Intelligence",Single,Yes,Family,No,1st semester ,No,1st semester ,11,45000,
2019,Male,21,2019,BCSE,8th,Yes,No,4-5,2-3,Offline,Yes,Yes,1,Intermediate,90,No,No,Yes,"Cyber security, Networking",2-3,NETWORKING,Single,No,Bachelor,No,3.88,No,3.71,92,30k,
2020,Male,22,2018,BCSE,8th Semester,Yes,Yes,2 hour,Once,Online,Yes,Yes,1-2 hours,Intermediate,90%,No,No,No,Programming,2-3 ,"Software, Machine Learning / Deep Learning, Data Science",Single,Yes,Bachelor,No,4,No,3.89,75,30000,
December 2019.,Male,21,2018,BCSE,8th (Summer 2022),Yes,Yes,"2/3 hour (For Academic). But during university break time, most of the time I try to complete my daily study.",2/3 times.,Offline,No,Yes,2/2.5 hour,Intermediate,More then 90%,No,No,Yes,"Web development skill(Frontend), Computer Application as well.",2/3 hour.,"Software, Machine Learning / Deep Learning, UI/UX",Single,Yes,Bachelor,No,3.64 out of 4.,No,3.42 out of 4.,Approximately 100,15k - 18k,
2018,Male,25,2016,BCSE,13,Yes,Yes,2 hours ,2 times ,Online,Yes,Yes,3 hours ,Intermediate,90%,Yes,Yes,Yes,Programming,2 hours ,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,2.4,No,2.41,86,"50,000/=",
2021,Female,20,2020,BCSE,2nd,No,No,2,1,Offline,Yes,No,NO,Basic,90%,No,No,No,Programming,NO,Software,Single,Yes,Bachelor,Yes,NO,No,2.67,12,25000,
2021,Female,22,2018,BCSE,2nd Semester.,Yes,No,4hr,2,Offline,Yes,Yes,3hr,Basic,80%,Yes,No,Yes,Programming,3hr,"Software, Hardware, NETWORKING, Artificial Intelligence",Married,No,Family,Yes,2.86,No,2.86,15,50000 BDT,
2021,Male,20,2020,BCSE,3rd,Yes,No,1,1,Online,Yes,Yes,2h,Intermediate,80+,No,No,No,Programming,0.5h,"Software, UI/UX",Single,Yes,Bachelor,Yes,2.63,No,3.07,27,25000,
2020,Female,21,2018,BCSE,8,No,Yes,3 hr,2 times,Online,Yes,Yes,1 hr,Intermediate,96%,No,No,Yes,Web development skill(Backend),2 hr,Machine Learning / Deep Learning,Single,No,Family,Yes,3.48,No,3.74,87,20000 BDT,
2022,Male,19,2020,BCSE,2,Yes,Yes,1 or 2 hour,1,Offline,Yes,Yes,4 or 5,Intermediate,99%,No,No,No,Programming,1,"Software, Artificial Intelligence",Single,No,Family,No,3.75,No,3.75,12,30000,
2019,Male,21,2019,BCSE,8th,Yes,Yes,2-3 hours,Once,Offline,Yes,Yes,1 hours max,Intermediate,95%,No,No,Yes,Programming,2,"Software, Artificial Intelligence",Single,Yes,Family,No,3.94,No,3.88,90+,30000,
2022,Female,21,2019,BCSE,1st,Yes,Yes,2 hours ,1 times ,Offline,Yes,No,5 hours ,Intermediate,100%,No,No,Yes,Networking,1 hour,Software,Single,No,Family,No,00,No,00,00,40000,
2022,Female,20,2020,BCSE,summer 2022,Yes,No,2,1,Offline,Yes,Yes,2,Basic,99%,No,No,Yes,"Programming, Web development skill(Frontend)",2,"Software, Artificial Intelligence",Single,No,Family,No,4,No,4,13,i dont know,
2020,Female,21,2018,BCSE,8th ,Yes,No,2-3 hour,2 times,Offline,Yes,Yes,2/3 hour,Intermediate,80%,No,No,Yes,Web development skill(Backend),1 hour,"Software, NETWORKING",Engaged,No,Family,Yes,3.5,No,3.63,87,90000 BDT,
2022,Male,19,2020,BCSE,2nd semester ,Yes,No,yes,1 hours,Online,Yes,Yes,2 hours,Basic,85%,No,No,No,Cyber security,1 hour,Software,Single,No,Family,No,1.91,No,1.75,6,300000,
2022,Male,20,2021,BCSE,2nd,Yes,Yes,2-3,2-3,Offline,Yes,Yes,1-2,Basic,90%,No,No,No,i don't,1-2,"Software, Hardware, Artificial Intelligence",Single,No,Family,No,3.85,No,3.85,11,30000 bdt,
2020,Male,22,2019,BCSE,8,No,Yes,1 hour,1,Offline,Yes,Yes,2 hour,Basic,95%,No,No,Yes,Video editing and Designing,most of the time,"Machine Learning / Deep Learning, UI/UX",Single,Yes,Bachelor,No,1.97,No,2.77,70-85,40000,
2022,Male,20,2020,BCSE,2nd,Yes,Yes,2,1,Offline,Yes,Yes,2-3,Intermediate,98,No,No,Yes,Programming,3-4,"Software, NETWORKING, Artificial Intelligence",Single,No,Family,No,3.51,No,3.51,11,40000,
2022,Male,21,2019,BCSE,2nd semester ,No,No,3 hours,2 times,Offline,Yes,Yes,2 hour,Basic,95%,No,No,Yes,Programming,2 hour,Artificial Intelligence,Single,No,Bachelor,No,3.85,No,3.85,11,"20,000",
2022,Female,20,2020,BCSE,2nd,Yes,Yes,3,3,Offline,Yes,Yes,5,Basic,90,No,No,Yes,Programming,2,Software,Single,No,Family,No,4,No,4,11,50000,
2022,Male,19,2020,BCSE,2nd,No,No,4,2,Offline,Yes,Yes,About 45 minutes to 1 hour,Basic,90%,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Bachelor,No,3.21,No,3.21,11,40000,
2020,Female,22,2019,BCSE,8th ,Yes,No,3 hours,2 times,Offline,Yes,Yes,2-3 hours,Intermediate,95%,No,No,Yes,"Software  Development skill, Cyber security, Networking",Don't spend much time,"Hardware, NETWORKING, Artificial Intelligence",Single,Yes,Family,No,3.15,No,3.65,84,50000,
2022,Male,21,2020,BCSE,2nd,Yes,No,4,4,Offline,Yes,Yes,1,Basic,80%,Yes,Yes,Yes,Programming,1/2,"Software, Hardware",In a relationship,Yes,Bachelor,Yes,3.1,No,3.1,14,20000 BDT,
2019,Male,23,2016,BCSE,10,Yes,No,One hour,Once,Offline,Yes,Yes,2,Intermediate,90%,No,No,Yes,Mentoring ,3 hours,Machine Learning / Deep Learning,Single,No,Bachelor,No,3.22,No,3.47,95,13500 BDT,
2021,Female,22,2019,BCSE,3rd,Yes,Yes,3,2,Offline,Yes,Yes,Less than 4 hours,Intermediate,70%,No,No,No,Programming,2hrs,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Family,No,3.52,No,3.77,23,25000,
2021,Female,20,2020,BCSE,3rd,Yes,No,2/3,2/1,Offline,Yes,Yes,2/1,Intermediate,85%,No,No,Yes,Programming,1,Software,Single,No,Family,No,3.24,No,3.32,23,80000,
2019,Male,23,2017,BCSE,11th(summer 2022),No,Yes,0 - 10,0 - 5,Offline,Yes,Yes,0 - 2,Intermediate,90%,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Bachelor,Yes,3.94,Yes,3.95,126,25000,
2020,Female,22,2018,BCSE,8th,No,No,4-5h,1 or 2,Online,Yes,Yes,7-8h,Intermediate,80%,No,No,No,Graphics design ,1-2h,"Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,Yes,Family,No,2.5,No,2.85,80-90,60000-70000,
2020,Female,21,2018,BCSE,8,No,Yes,3 hours,1 time,Offline,Yes,Yes,less than 3 hour,Basic,one class i missed,No,No,No,graphic design ,5,"NETWORKING, Data Science, graphic design ",Single,No,Bachelor,Yes,2.65,No,2.85,70,35000 BDT,
2021,Male,20,2020,BCSE,2nd,Yes,Yes,1 hour,4 day,Online,Yes,No,6 hour,Intermediate,80%,No,No,No,Software  Development skill,1 hour,Software,Single,No,Family,No,2.91,No,2.91,11,25k,
2015,Male,26,2014,BCSE,15103038,No,Yes,five ,4 times,Offline,Yes,Yes,half an hour ,Intermediate,100 %,Yes,Yes,Yes,Programming,1 hour,Software,Single,No,Bachelor,No,3.22,No,2.83,103,25000 BDT,
2020,Male,21,2019,BCSE,7,Yes,Yes,Without varsity time normally 2:00 - 2:30 hours.,2 times ,Offline,Yes,Yes,1:00 - 1:30 hours,Basic,100%,No,No,No,Web development skill(Frontend),1:00- - 1:30 hours,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, For now, I am interesting in Machine Learning , Artificial Intelligence , Data Science, Software . Also Web Development ",Single,Yes,Family,No,3.67,No,3.48,around 75 credit,--,
2022,Female,21,2019,BCSE,Second,Yes,No,5,2,Offline,Yes,Yes,2,Intermediate,99%,No,No,No,Programming,2,Software,Single,No,Bachelor,No,4,No,4,12,30000,
2022,Male,21,2020,BCSE,2nd,Yes,Yes,10-15 minutes and whole night before exam,one of two times,Offline,Yes,Yes,4-5 hours,Basic,95%,No,No,Yes,"Programming, Web development skill(Backend)",1-2 hours,Machine Learning / Deep Learning,Single,Yes,Family,No,3.92,No,3.92,12 credit,35000,
2019,Male,23,2018,BCSE,11,No,No,6 H,4 H,Online,Yes,Yes,6 H,Advance,90%,No,No,Yes,Web development skill(Frontend),5 H,UI/UX,Single,No,Bachelor,No,3.02,No,3.05,123,40000,
2020,Female,21,2019,BCSE,8th,No,Yes,13 to 14,2 to 3 times,Online,Yes,Yes,Max 1 hour,Advance,100%,No,No,No,"Programming, Web development skill(Frontend)",2,NETWORKING,Single,No,Family,No,3.77,No,3.69,88,5000,
2021,Male,21,2020,BCSE,4th,No,Yes,2/3,1,Offline,Yes,Yes,2/3,Intermediate,96%,No,No,Yes,Programming,1/1.5,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science, Problem Solving,QA, Graphics Design",Single,Yes,Family,No,3.89,No,3.7,35,80/90 thousand ,
2014,Female,25,2013,BCSE,15,No,Yes,4,3,Offline,Yes,Yes,1 hour,Intermediate,90,Yes,No,Yes,Networking,2,"Software, Hardware, NETWORKING",Married,No,Family,No,3.06,No,2.86,140,40000,
2019,Male,21,2019,BCSE,8,No,Yes,1,2,Online,Yes,Yes,4,Intermediate,57,Yes,No,No,Programming,3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Family,Yes,3.66,No,3.01,77,45000,
2020,Female,22,2018,BCSE,8,Yes,Yes, 3 hour,1,Offline,Yes,Yes,less than 3 hour,Basic,Still now 100% attendence,Yes,No,Yes,Networking,4 hour,"NETWORKING, Data Science",Single,No,Bachelor,No,2.15,No,2.54,70,25000,
2017,Male,24,2017,BCSE,9th,Yes,Yes,1,1,Online,Yes,Yes,1,Intermediate,85,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,Software,Single,No,Family,No,3.39,No,3.29,90,40000 BDT,
2019,Female,22+,2018,BCSE,11th,No,No,Two maximum,1 time,Offline,Yes,Yes,2 to 4hours,Intermediate,95%,No,No,Yes,Web development skill(Backend),One hour,"Software, Hardware, Artificial Intelligence, UI/UX",Single,No,Family,No,3.78,No,3.54,125,60000 BDT,
17,Male,25,2016,BCSE,Finished ,No,Yes,6,3,Online,Yes,Yes,4,Intermediate,90%,No,No,Yes,"Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",4,Software,Single,Yes,Family,No,3.51,No,3.51,147,100000,
2020,Male,22,2016,BCSE,7,No,Yes,1-3,1-2,Offline,Yes,Yes,2,Intermediate,60%,No,No,Yes,Programming,1,"Hardware, NETWORKING",Single,No,Bachelor,Yes,2.92,No,2.9,58,0,
2019,Female,21,2019,BCSE,8,No,Yes,5,2,Offline,Yes,Yes,3,Advance,90%,Yes,No,Yes,Networking,2,NETWORKING,Engaged,Yes,Bachelor,No,2.13,No,2.45,87,40000,
2020,Male,22,2019,BCSE,Summer 2022,No,No,2hour,1,Offline,Yes,Yes,2hour,Intermediate,80%,No,No,No,"Programming, Web development skill(Backend)",1,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,Yes,3.4,No,2.8,80,35000,
2022,Female,20,2020,BCSE,1st,Yes,Yes,3-4 hours ,2-3 times,Offline,Yes,Yes,More than 2 hours,Intermediate,98%,No,No,Yes,"Programming, Cyber security",More than 1 hours,"Software, NETWORKING",Single,Yes,Family,No,1st  semester ,No,1st semester ,0,30000 BDT,
2020,Female,21,2019,BCSE,8 semester,Yes,Yes,2/3,2/3,Offline,Yes,Yes,1 hour,Intermediate,80%,No,No,Yes,Machine Learning ,3,Machine Learning / Deep Learning,Single,Yes,Family,Yes,3.4,No,3.5,87,40000 BDT,
2021,Male,20,2020,BCSE,Summer 2022,No,Yes,1 to 2,1 time,Offline,Yes,Yes,1,Basic,100%,No,No,Yes,Market Analysis,1,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,2.59,No,3.01,24,40000,
2020,Female,21,2019,BCSE,8th,Yes,No,2/3hours,1,Offline,Yes,Yes,Depends ,Intermediate,97%,No,No,Yes,Programming,1,Software,Single,Yes,Family,No,3.78,No,3.77,87,15000,
2022,Male,20,2020,BCSE,2nd,Yes,Yes,2 hour,1,Online,Yes,Yes,10  hours,Basic,95%,No,No,No,Programming,2,"Software, NETWORKING",Single,No,Family,No,1.75,No,I'm just in 2nd semester ,11,30000,
2020,Male,22,2019,BCSE,7th,No,No,00,00,Offline,Yes,Yes,2 hours,Intermediate,96-100%,No,No,No,Programming,00,"Hardware, NETWORKING, Machine Learning / Deep Learning, Data Science",Single,Yes,Bachelor,Yes,3.4,No,3.65,75,"50,000",
2021,Female,21,2021,BCSE,3ird,Yes,No,7,7,Offline,Yes,Yes,3,Basic,99%,Yes,Yes,Yes,Programming,1,"Hardware, Machine Learning / Deep Learning",Single,No,Bachelor,No,1.52,No,1.64,8,60000,
2019,Female,22,2018,BCSE,11,No,Yes,2,1,Offline,Yes,Yes,4,Advance,90,No,No,Yes,"Programming, Networking",3,"NETWORKING, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,Yes,3.66,No,3.37,123,60000,
2020,Male,20,2019,BCSE,8,No,No,1,3,Offline,Yes,Yes,2,Intermediate,90%,Yes,No,No,"Web development skill(Frontend), Wordpress",3,Web Development ,Single,Yes,Bachelor,No,3.5,No,3.12,90,25000,
2019,Female,23,2017,BCSE,11,No,Yes,2-3,1-2,Offline,Yes,Yes,4,Intermediate,70%,No,No,Yes,"Programming, Web development skill(Frontend)",2-3,"Software, NETWORKING, Machine Learning / Deep Learning",Single,Yes,Family,No,3.59,No,3.55,123,50000 BDT,
2021,Male,20,2019,BCSE,3,Yes,No,4,2,Offline,Yes,Yes,3,Basic,100,No,No,Yes,Programming,3,"Software, NETWORKING, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.03,No,3.03,23,7000,
2020,Male,23,2018,BCSE,8th,Yes,No,2-3,3-4,Offline,Yes,Yes,Almost 2,Basic,90,No,No,Yes,Programming,1,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,Yes,3.94,No,3.9,91,Less 20000,
2021,Male,21,2020,BCSE,2nd Semester (Summer 2022),Yes,Yes,3-4hours,2 times,Offline,Yes,Yes,2 hours ,Intermediate,95%,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,Hardware,Single,Yes,Family,No,4,No,Not at all,12,40000,
2020,Female,22,2019,BCSE,Seven,No,Yes,3,2,Offline,Yes,Yes,4,Intermediate,97%,No,No,Yes,Programming,3,Hardware,Single,No,Family,No,3.49,No,3.44,More than 80,45000BDT,
2020,Female,21,2019,BCSE,8th,Yes,Yes,1,30,Online,Yes,Yes,1,Intermediate,90%,No,No,Yes,Cyber security,1,UI/UX,Single,Yes,Family,Yes,3,No,3.1,87,30000,
2019,Male,24,2018,BCSE,11 semester,No,Yes,3 hours,2 time's ,Online,Yes,Yes,20 to 30 minuets ,Intermediate,90%-92%,No,No,Yes,"Web development skill(Frontend), Networking, IOT, WordPress, UI & UX,  ISP maintenance, Digital Marketing, Cyber forensic, Cyber attacks , Entrepreneur.",6 to 8 hours ,"Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Cyber security, IOT, ISP maintenance, MIS, Cyber Forensic, Digital Marketing, Cyber attact , Making Cyber Tools, Security Analyst, Entrepreneur etc",Single,Yes,Family,No,3.45,No,3.34,117,19000 BDT,
2020,Male,20,2019,BCSE,Sixth,No,No,2 to 3 hours,one,Offline,Yes,Yes,4 hours,Intermediate,90%,No,No,No,"Programming, Cyber security",2,NETWORKING,Single,No,Family,Yes,3.58,No,3.5,72,50000 BDT,
2019,Female,21,2018,BCSE,11,No,No,4hour,3,Online,Yes,Yes,3,Advance,80%,Yes,Yes,Yes,Programming,1,NETWORKING,Married,No,Family,No,2.96,No,2.61,96,100000,
2021,Female,21,2019,BCSE,3rd,Yes,No,2 hour ,1,Offline,Yes,Yes,2 hours ,Intermediate,90%,No,No,Yes,Programming,1 hour,Software,Single,Yes,Bachelor,No,3.38,No,3.53,24,40000,
2021,Female,20,2020,BCSE,3rd,Yes,No,2,1,Offline,Yes,Yes,3,Intermediate,95%,No,No,Yes,Programming,1,Software,Single,Yes,Bachelor,No,3.12,No,3.07,24,50000,
2018,Male,24,2017,BCSE,1810 Batch,No,No,3 hour,1/2 time,Online,Yes,Yes,1/2 hour,Basic,98%,Yes,No,Yes,Programming,2,UI/UX,Married,No,Bachelor,No,2.86,No,2.88,133,"30,000",
2019,Female,20,2019,BCSE,summer 2022,No,No,4,2,Offline,Yes,Yes,1,Basic,90%,No,No,Yes,Web development skill(Frontend),1,Data Science,Single,No,Family,No,3.1,No,3.27,88,45000 BDT,
2021,Male,23,Diploma (2020),BCSE,2nd,Yes,Yes,1,Once,Offline,Yes,Yes,1,Intermediate,95%,No,No,No,"Programming, Software  Development skill, Web development skill(Frontend), Graphic design, Game development, Video and photo edit",2,"Software, Artificial Intelligence",Single,No,Family,No,3.92,No,3.92,11,20000+,
2018,Male,24+,2017,BCSE,14,No,No,3 hour+,3,Offline,Yes,Yes,5 hour +,Advance,95%,Yes,No,No,Programming,2 hour+,"Software, Hardware, Data Science",In a relationship,No,Family,No,2.76,No,2.64,136+,25000,
2019,Female,22,2018,BCSE,10,Yes,No,1-2 hours,1,Offline,Yes,Yes,6-7 hours,Intermediate,70%,No,No,Yes,learning python,1-2 hours,Machine Learning / Deep Learning,Single,Yes,Bachelor,Yes,3.52,No,3.78,112,I don't know exactly,
2019,Male,23,2017,BCSE,11th,Yes,No,3-4,2,Offline,No,Yes,1,Intermediate,90,No,No,No,Web development skill(Backend),3,Software,In a relationship,Yes,Bachelor,No,4,No,3.9,123,25000,
2020,Male,23,Diploma 2019,BCSE,8th,Yes,Yes,3-4,1,Offline,Yes,Yes,3-4,Advance,More than 90%,No,No,No,Programming,2-3,"Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Family,No,3.84,No,3.78,90,0,
2019,Female,22,2018,BCSE,11,No,Yes,1,1,Offline,Yes,Yes,6,Intermediate,86%,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,"Software, UI/UX",Single,No,Family,No,3.44,No,3.46,More than 125,300000,
2019,Male,21,2018,BCSE,10 th,No,Yes,3/4 hour,3/4 hour,Online,Yes,Yes,1/2 hour,Basic,99%,No,No,Yes,Programming,1 hour,Software,Single,No,Bachelor,No,3:11,No,3:00,105,................... ,
2022,Male,21,2020,BCSE,2nd,Yes,Yes,4hour,1,Offline,Yes,Yes,2hour,Basic,100%,No,No,Yes,Programming,1hours,Software,Single,Yes,Bachelor,No,2.98,No,0,11,30000,
2022,Male,20,2020,BCSE,2nd,Yes,No,3/4 ,2,Offline,Yes,Yes,6,Basic,100 %,No,No,No,Programming,3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,No,Bachelor,No,3.43,No,No,12,25000 BDT,
2022,Male,21,2020,BCSE,2nd,Yes,No,9 hours,3 times,Offline,Yes,Yes,3 hours,Advance,90%,No,No,Yes,"Programming, vedio editing & poster design",2 hours,Software,Single,Yes,Bachelor,No,3.98,No,3.98,28,40000 BDT,
2013,Female,26,2012,BCSE,9th semester ,No,Yes,2-4hours,2times,Offline,Yes,Yes,2/3hours,Basic,90%,Yes,No,Yes,Networking,3,NETWORKING,Married,Yes,Family,No,3.08,No,3.15,89,50000BDT,
2019,Female,22,2017,BCSE,11,No,No,2hrs ,2hrs,Online,Yes,Yes,2hrs,Intermediate,100%,No,No,Yes,"Programming, Cyber security",5,"Machine Learning / Deep Learning, Cyber security ",Single,Yes,Family,Yes,3.1,No,3.16,122,20000,
2021,Male,19,2020,BCSE,4th,No,Yes,3 /4 hours,4 hour,Offline,Yes,Yes,1 hour ,Basic,95%,Yes,No,No,Problem solving ,1  hour,Software,Single,No,Family,No,2.37,No,2.46,31,50000,
