University Admission year,Gender,Age,H.S.C passing year,Program,Current Semester,Do you have meritorious scholarship ?,Do you use University transportation?,How many hour do you study daily?,How many times do you seat for study in a day?,What is your preferable learning mode?,Do you use smart phone?,Do you have personal Computer?,How many hour do you spent daily in social media?,Status of your English language proficiency,Average attendance on class,Did you ever fall in probation?,Did you ever got suspension?,Do you attend in teacher consultancy for any kind of academical problems? ,What are the skills do you have ?,How many hour do you spent daily on your skill development?,What is you interested area?,What is your relationship status?,Are you engaged with any co-curriculum activities?,With whom you are living with?,Do you have any health issues?,What was your previous SGPA?,Do you have any physical disabilities?,What is your current CGPA?,How many Credit did you have completed?,What is your monthly family income?,target
2022,Male,20,2020,BCSE,2nd,Yes,No,Yes,4 hours,Offline,Yes,Yes,Yes,Basic,95%,No,No,Yes,Software  Development skill,5 hours,Software,Single,No,Bachelor,No,,No,,,40000,
2021,Male,19,2020,BCSE,4th,Yes,No,1.5 hour,1 time,Offline,Yes,No,1 hour,Intermediate,95%,No,No,Yes,"Programming, Photography ",1,"Software, NETWORKING, UI/UX",Single,Yes,Family,No,3.5,No,3.58,35,30000,
2021,Male,21,2019,BCSE,4th,Yes,Yes,4,2,Offline,Yes,Yes,2,Intermediate,90%,No,No,No,"Programming, Web development skill(Frontend)",2,Software,Single,Yes,Family,No,3.38,No,3.82,27,40000,
2020,Male,21,2019,BCSE,8,No,No,2-3 hours,2 times,Offline,Yes,Yes,1-2 hours,Intermediate,90%,Yes,Yes,Yes,Programming,1 hour,Machine Learning / Deep Learning,Single,No,Bachelor,No,,No,,,30000 BDT,
2019,Female,22,2017,BCSE,10th,No,No,More than 8 hours,3 times,Online,Yes,Yes,Not more than 1 hour,Intermediate,Regular,Yes,No,No,Database,1 hour,"Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,,No,,,0,
2022,Female,19,2020,BCSE,Second semester ,Yes,Yes,Three hour,Tow times,Offline,Yes,Yes,A lot,Basic,100%,No,No,Yes,"Programming, Software  Development skill, Networking, Graphic Design ",3 hours,"Software, Hardware",Single,Yes,Family,No,,No,,,35000,
2022,Female,22,2022,BCSE,4th,Yes,No,1 hour,1 Time,Offline,Yes,Yes,10 Hours,Basic,80%,Yes,No,No,Programming,1-2 hour,"Software, NETWORKING, Artificial Intelligence, UI/UX",Single,No,Family,No,,No,,,1 lac,
2021,Male,22,2018,BCSE,4th,Yes,No,3-4 hours,2 or 3 times,Offline,Yes,Yes,3 hours,Intermediate,80%,No,No,Yes,Networking,2 to 3 hours,Machine Learning / Deep Learning,Single,No,Bachelor,No,,No,,,30000,
2019,Female,21,2019,BCSE,9th,No,No,2,3,Offline,Yes,Yes,3,Basic,90-95,Yes,No,Yes,"Web development skill(Frontend), Networking",1,Software,Single,Yes,Bachelor,No,1.89,No,2.69,86,20000,
2021,Female,19,2020,BCSE,4th semester,Yes,No,7 hours,3 times,Offline,Yes,No,3 hours,Advance,90%,No,No,Yes,Programming,1 hour,"Software, NETWORKING, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,3.7,No,3.77,35,Nothing,
2022,Male,19,2020,BCSE,Summer 2022 (2nd semester),Yes,No,4,2,Offline,Yes,Yes,2,Intermediate,95%,No,No,Yes,"Programming, Software  Development skill, Networking, Graphics design ",2,"Software, NETWORKING, Artificial Intelligence, UI/UX",Single,Yes,Family,No,,No,,,30000,
2022,Male,21,2019,BCSE,2nd,Yes,No,5hr,2,Offline,Yes,Yes,3hr,Intermediate,95%,No,No,No,Programming,2hr,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,,No,,,20000 BDT,
2019,Male,25,2018,BCSE,11,Yes,No,2,1,Offline,Yes,Yes,2,Intermediate,70%,Yes,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",4,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning",Single,No,Bachelor,Yes,0,No,2.53,91,30000 BDT,
2019,Female,22,2019,BCSE,9th,No,Yes,3,3,Online,Yes,No,2,Basic,99,No,No,Yes,Web development skill(Backend),2,Data Science,Single,No,Family,Yes,,No,,,20000,
2018,Male,24,2017,BCSE,13,No,No,2,2,Offline,Yes,Yes,4,Basic,50%,Yes,Yes,Yes,"Web development skill(Backend), Web development skill(Frontend)",5,Software,Married,Yes,Bachelor,No,2.2,No,2.66,110,60000,
2017,Male,22,2017,BCSE,15th,Yes,No,1-2 hour,1times,Offline,Yes,Yes,4-5 hour,Advance,100%,Yes,No,Yes,"Programming, Software  Development skill, Web development skill(Frontend), Networking",4 hours,"Software, Artificial Intelligence, Data Science",Single,No,Bachelor,Yes,2.6,No,2.6,90+,0,
2019,Female,22,2018,BCSE,11th,No,Yes,Not regular ,1time,Offline,Yes,Yes,3-4hours,Intermediate,95%,No,No,Yes,Networking,No time,Software,Married,No,Family,Yes,2.7,No,2.91,120+,150000,
2018,Male,23,2017,BCSE,14,No,No,2,2,Online,Yes,Yes,1,Intermediate,90%,Yes,Yes,Yes,"Programming, Software  Development skill",2,"Software, Hardware, Machine Learning / Deep Learning",Single,Yes,Family,No,2.87,No,2.99,120,"30,000",
2021,Male,20,2019,BCSE,5th,No,No,4 hour,4th,Offline,Yes,Yes,When I feel free,Intermediate,More than 95%,Yes,No,No,"Programming, Software  Development skill",4 hour,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,,No,,,25000 BDT,
2019,Male,23,2017,BCSE,9th ,No,Yes,2/3,1,Online,Yes,Yes,4/5,Intermediate,70%,No,No,Yes,Cyber security,3/4,NETWORKING,In a relationship,Yes,Family,No,,No,,,200000 BDT,
2015,Male,26,2012,BCSE,Summer 22,No,No,1 hour,1 hour,Offline,Yes,Yes,1 hour,Basic,85%,Yes,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Networking",1 hour,"Hardware, NETWORKING, Artificial Intelligence, Data Science",Single,No,Bachelor,Yes,,Yes,,,50000 BDT,
2019,Male,22,2019,BCSE,9,No,No,3-4,5-6 ,Online,Yes,Yes,1,Intermediate,99,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend), Cyber security, Graphics Design ",3,"Software, Hardware, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Bachelor,No,,No,,,40000,
2019,Male,23,2018,BCSE,9,No,Yes,1,1,Offline,Yes,Yes,1,Intermediate,70%,No,No,No,"Web development skill(Backend), Web development skill(Frontend), Graphics design ",1,"Hardware, UI/UX",In a relationship,Yes,Family,Yes,2.7,No,2.92,76,15000BDT,
2019,Male,21,2018,BCSE,11,No,Yes,2-3,1,Offline,Yes,Yes,10-15 min,Intermediate,72-75%,No,No,Yes,Programming,2,"NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,,No,,,75000,
2019,Male,22,2018,BCSE,11th,No,No,2 hour,2,Online,Yes,Yes,1 hour,Intermediate,100%,Yes,Yes,Yes,Programming,2 hour,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Bachelor,Yes,,No,,,40000 BDT,
2018,Female,23,2016,BCSE,14,No,Yes,3/4,2 time ,Offline,Yes,Yes,1 hour ,Basic,70%,Yes,No,No,"Programming, Networking",2 hour,Hardware,Single,No,Bachelor,Yes,2.98,Yes,2.96,118,20000,
2019,Female,21,2018,BCSE,11,No,No,1-2,1 or 2,Offline,Yes,Yes,2-3,Advance,70-80%,No,No,Yes,"Web development skill(Frontend), Networking",1 or 2,Software,In a relationship,No,Family,No,,No,,,30000-40000,
2021,Female,20,2019,BCSE,2nd,Yes,No,5 hour,2 time,Offline,Yes,Yes,7 hour,Basic,80%,No,No,No,Programming,2hour,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Bachelor,Yes,,No,,,I Don't know ,
2019,Female,21,2019,BCSE,9,No,No,6-7hr,3-4times,Offline,Yes,Yes,2-3,Intermediate,No idea,No,No,Yes,"Programming, Web development skill(Frontend)",3-4,Software,Single,No,Bachelor,No,,No,,,No,
2019,Male,22,2019,BCSE,9th ,No,No,3,4,Offline,Yes,Yes,2,Intermediate,99%,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Cyber security, Java Script",7,Web Development,Single,No,Bachelor,No,3.52,No,2.9,100,15000,
3rd year,Male,23,2018,BCSE,8 Semister ,Yes,Yes,4h,5-6 Times ,Offline,Yes,Yes,3-4h,Intermediate,100%,No,No,Yes,Programming,2h,Software,Single,Yes,Bachelor,No,3.48,No,3.08,68,20000,
2016,Male,25,2014,BCSE,11,Yes,Yes,2,1,Online,Yes,Yes,3,Advance,90,Yes,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,"Software, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,,No,,,"63,000",
2019,Female,22,2018,BCSE,11,Yes,Yes,1,2,Online,Yes,Yes,3,Basic,80%,No,No,No,"Programming, Web development skill(Frontend)",3,"NETWORKING, Machine Learning / Deep Learning",Single,No,Family,No,,No,,,50000,
2020,Male,20,2019,BCSE,6th,No,No,2 or 3,2,Online,Yes,Yes,5,Basic,90%,Yes,No,No,Networking,"2,3",NETWORKING,Single,No,Family,No,,No,,,40000,
2018,Male,25,2016,BCSE,14,No,No,6,4,Online,Yes,Yes,2,Advance,2.5,Yes,No,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend), Networking",4,Software,Single,Yes,Family,No,3.16,No,2.68,121,60000 BDT,
2021,Female,21,2019,BCSE,5th summer-2022,No,No,2-3,3 times,Offline,Yes,Yes,1,Basic,87%,Yes,No,Yes,Programming,1 hour,UI/UX,Married,No,Family,No,1.92,No,2.42,39,60000,
2021,Male,20,2020,BCSE,4th,No,Yes,2-3 hours,1/2 times,Offline,Yes,Yes,2/3 hours,Intermediate,80%,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",4/5 hours ,Blockchain,Single,No,Family,Yes,,No,,,30000,
2015,Male,27,2014,BCSE,10,No,Yes,5,2,Online,Yes,Yes,6,Basic,50%,Yes,No,Yes,Networking,2,NETWORKING,Single,No,Family,No,,No,,,7000,
2019,Female,22,2018,BCSE,11 semester ,No,No,8,3,Online,Yes,Yes,4,Intermediate,99%,No,No,Yes,Web development skill(Frontend),4,Software,Single,No,Bachelor,No,,No,,,20000,
2022,Male,20,2020,BCSE,2nd,No,Yes,3-4h,3-4,Offline,Yes,Yes,30 min,Intermediate,99%,No,No,No,Programming,1h,Software,Single,No,Family,No,,No,,,20000,
2020,Male,22,2018,BCSE,7,No,Yes,1,1,Offline,Yes,Yes,5 hour,Basic,70%,Yes,No,Yes,Networking,1 hour,NETWORKING,Single,No,Family,No,,No,,,"20,000",
2022,Male,21,20,BCSE,2nd Semester,Yes,Yes,7 to 13,20/30 times a day,Online,Yes,Yes,it varies less than 1/2 hours approximately in a day. ,Intermediate,100%,No,No,Yes,Programming,3 hours approximately ,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,Yes,Family,No,,No,,,"30,000 BDT",
2018,Male,23,2017,BCSE,Summer 2022,No,No,2 hour,1 or 2 times,Offline,Yes,Yes,1 hour,Basic,70-80%,Yes,Yes,Yes,Programming,3,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,No,,No,,,35000,
2020,Female,23,Diloma 2020,BCSE,8,Yes,No,6,3,Offline,Yes,Yes,6,Intermediate,100%,No,No,Yes,"Programming, Software  Development skill",2,Software,Single,No,Bachelor,No,,No,,,No,
2017,Female,25,2015,BCSE,8th,No,No,2-4 hours,2,Offline,Yes,Yes,1 hour,Intermediate,100,No,No,Yes,Networking,2,NETWORKING,Married,No,Family,No,,No,,,60000,
2022,Female,20,2020,BCSE,2nd,No,Yes,10 hour,3,Offline,Yes,No,2,Intermediate,Regular ,No,No,Yes,"Programming, Networking, Speaking english,communication ",3 hour,"Software, NETWORKING, Artificial Intelligence",Single,No,Bachelor,No,,No,,,60000,
2021,Male,21,2020,BCSE,4th,Yes,Yes,2-3 hours,2 times,Offline,Yes,Yes,2-3 hours,Advance,80%,No,No,Yes,Programming,2 hours,Software,In a relationship,Yes,Family,No,,No,,,50000,
2015,Female,26,2014,BCSE,Summer 2022',No,Yes,2/3,2,Online,Yes,Yes,3/4,Intermediate,80%,Yes,Yes,No,"Software  Development skill, Networking",2,"Software, NETWORKING, Artificial Intelligence",Married,Yes,Family,Yes,,No,,,30000,
2019,Male,23,2018,BCSE,11,No,Yes,5,5,Offline,Yes,Yes,3,Intermediate,90%,No,No,Yes,Networking,2,NETWORKING,Single,No,Bachelor,No,3.29,No,3.23,114,28000,
2019,Female,22,2018,BCSE,11th,No,Yes,3,1,Offline,Yes,Yes,3,Intermediate,100%,No,No,Yes,App development ,3,Machine Learning / Deep Learning,Single,Yes,Family,No,,No,,,60000,
2017,Male,23,2017,BCSE,12,No,No,2 hour,2 times,Offline,Yes,Yes,1 hour,Advance,100,Yes,No,Yes,Networking,3 hour,Software,Single,No,Bachelor,No,,No,,,90000,
2017,Male,24,2017,BCSE,15,No,No,3-4 hours,2,Online,Yes,Yes,3/4 houra,Advance,80%,Yes,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",4,"Software, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX",Single,No,Bachelor,No,,No,,,200000,
2020,Female,21,2019,BCSE,8,No,No,4 hour,2 time,Offline,Yes,Yes,1 hour ,Intermediate,100,No,No,No,Web development skill(Frontend),1 hour ,Software,Single,Yes,Family,No,,No,,,50000,
2019,Female,22,2018,BCSE,9th,No,Yes,3,1,Offline,Yes,Yes,5,Basic,80%,Yes,No,No,Programming,3,Software,Married,No,Bachelor,Yes,2,No,2.22,77,4000,
2022,Male,19,2020,BCSE,2nd,Yes,Yes,3,2,Offline,Yes,Yes,Few time,Basic,90%,No,No,Yes,Programming,1,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence",Single,No,Family,No,,No,,,40000,
2019,Female,21+,2018,BCSE,10,No,No,5-6 hour,1,Offline,Yes,Yes,3-4 hour,Intermediate,80%,Yes,No,Yes,Programming,2-3,"Software, Machine Learning / Deep Learning, Data Science",Single,No,Bachelor,Yes,3.3,No,3.24,105,80000bdt,
2019,Male,23,2017,BCSE,Summer 2022,No,Yes,3,2,Online,Yes,Yes,2,Basic,90%,No,No,Yes,Software  Development skill,3,Software,Single,No,Bachelor,Yes,,No,,,35000,
2019,Male,21,2018,BCSE,9th semester ,No,No,  Approximately 1-2 hours in home,One time,Online,Yes,Yes,Lots of hour like half of a day,Intermediate,90%,No,No,Yes,"Programming, Web development skill(Frontend)",6-7 hours,"Software, Artificial Intelligence, Data Science",Single,No,Bachelor,No,3.01,No,2.76,79,65000,
2018,Male,23,2017,BCSE,12th,No,No,4 hour,1,Offline,Yes,Yes,2 hour,Intermediate,97%,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",4 hour,"Software, Hardware, UI/UX",Single,No,Bachelor,No,,No,,,20000 BDT,
2019,Male,22,2018,BCSE,9,No,No,3,2,Offline,Yes,Yes,3,Basic,95%,No,No,Yes,"Web development skill(Frontend), sports ",2,Data Science,Single,No,Bachelor,No,3.2,No,3.3,103,40000,
2018,Female,23,2017,BCSE,Last Semester ,No,No,3hrs,2 times,Online,Yes,Yes,2hr,Advance,80%,Yes,No,Yes,Programming,2hr,Software,Single,Yes,Family,No,,No,,,100000,
2022,Female,20,2020,BCSE,2nd,Yes,No,4 hour,1,Offline,Yes,Yes,6 hour,Basic,90%,No,No,Yes,Programming,2/3 ,Software,Single,No,Bachelor,No,,No,,,"50,000",
2018,Male,25,2015,BCSE,12,Yes,No,1,3,Offline,No,Yes,1,Intermediate,90,No,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",1,Software,Single,No,Bachelor,No,,No,,,20000 BDT,
2022,Male,20,2020,BCSE,2nd semester,Yes,Yes,3 to 4 hour,2 times,Offline,Yes,Yes,4 to 5 hour,Intermediate,90% up,No,No,Yes,Programming,2 hour,Software,Single,Yes,Family,No,,No,,,"30,000",
2020,Female,23,2018,BCSE,7th,No,Yes,3 hour,2 times,Offline,Yes,Yes,4 hour,Basic,40%,Yes,Yes,Yes,Web development skill(Backend),2 hour,"Software, Hardware",Married,Yes,Family,No,2.4,No,2.4,70,"60,000",
2020,Male,23,2018,BCSE,8th,No,No,4,2,Online,Yes,Yes,2hours,Intermediate,90%,No,No,No,Web development skill(Frontend),1 hours,Machine Learning / Deep Learning,Single,Yes,Bachelor,No,,No,,,50000,
2021,Male,22,2020,BCSE,Summer 22,Yes,Yes,4/5 hour,2/3 times,Offline,Yes,Yes,2/3 hour,Intermediate,90%,No,No,No,"Programming, Digital Marketing ",1-2 hour,"Software, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,Yes,Family,No,2.16,No,2.75,35,40000,
2019,Male,22,2018,BCSE,9,Yes,No,8,3,Offline,Yes,Yes,3,Intermediate,90%,No,No,Yes,"Web development skill(Backend), Networking",2,"Software, NETWORKING",Single,No,Bachelor,No,,No,,,"40,000 BDT",
2020,Male,23,2018,BCSE,8th,Yes,Yes,5,3,Offline,No,Yes,2,Intermediate,5%,Yes,No,Yes,"Programming, Software  Development skill, Cyber security",2,Software,Single,Yes,Bachelor,No,,No,,,12000,
2021,Male,21,2020,BCSE,5,No,No,5,3,Offline,No,Yes,2,Intermediate,97 %,Yes,No,Yes,"Programming, Software  Development skill",4,Software,Single,No,Bachelor,No,0,No,2.31,46,50000 BDT,
2021,Female,20,2020,BCSE,5th,No,Yes,2,3,Offline,Yes,Yes,3,Basic,80%,No,No,No,Programming,3,Software,Single,No,Family,Yes,1.75,Yes,2.51,39,50000,
2020,Female,22,2019,BCSE,8th,No,No,4,2,Offline,Yes,No,3hr 44minutes,Intermediate,90%,No,No,Yes,Web development skill(Frontend),2,Machine Learning / Deep Learning,Single,No,Family,No,,No,,,10000,
2020,Male,22,2018,BCSE,8th,No,No,"2,3",2 or 3,Offline,Yes,Yes,4 hour,Intermediate,90%,Yes,No,No,Nothing,00,Artificial Intelligence,Single,No,Bachelor,No,,No,,,50000,
2022,Female,22,2019,BCSE,2nd,Yes,No,Whenever I want,Based on circumstances ,Online,Yes,Yes, not appointed ,Basic,90-95%,No,Yes,Yes,Nothing specially ,3h,Entrepreneur ,Single,No,Family,No,,No,,,100000,
2019,Female,21,2018,BCSE,8th,No,No,6,3,Online,Yes,Yes,2,Intermediate,100%,No,No,No,Networking,1,Artificial Intelligence,Single,Yes,Bachelor,Yes,,No,,,30000,
2020,Female,21,2019,BCSE,8th,Yes,Yes,2-3,1,Offline,Yes,Yes,4,Basic,Regular ,No,No,No,Programming,2-3,"Software, Hardware",Single,No,Family,No,,No,,,40000 BDT,
2022,Male,19,2020,BCSE,Summer 2022,Yes,Yes,1,1,Offline,Yes,Yes,6,Intermediate,95%,No,No,No,Programming,0.5,Software,Single,Yes,Family,No,,No,,,50000 BDT,
2020,Female,20,2018,BCSE,8 semester ,No,No,3 hours ,2 time ,Offline,Yes,Yes,2 hours ,Advance,98%,No,No,Yes,Programming,3 hours ,Hardware,Single,No,Family,No,2.6,No,2. 81,75,500000,
2021,Male,20,2020,BCSE,Summer-22(4th),Yes,No,7,2-3,Offline,Yes,Yes,1-2,Intermediate,90%,No,No,No,"Programming, Web development skill(Backend), Web development skill(Frontend), Cyber security",9,"NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",In a relationship,No,Bachelor,No,3.33,No,3.5,33,40000BDT,
2021,Male,24,2017,BCSE,4,No,No,3,2,Offline,Yes,Yes,2,Intermediate,90,No,No,No,Programming,2,Software,In a relationship,Yes,Bachelor,No,4,No,3.92,34,40000,
2021,Male,22,2020,BCSE,2nd,Yes,Yes,6,3,Offline,Yes,Yes,2 hour,Basic,100%,No,No,Yes,Cyber security,3,NETWORKING,Single,Yes,Family,No,3.25,No,3.25,11,30000,
19,Male,22,18,BCSE,11,Yes,No,1,1,Offline,Yes,Yes,1,Basic,100,No,No,Yes,Cyber security,2-3,Software,Single,Yes,Family,No,3.46,No,3.1,102,40000,
2022,Male,19,2020,BCSE,2nd (Summer),Yes,No,1-2 hours,2 times,Offline,Yes,Yes,2-3 hours,Intermediate,85%,No,No,No,"Programming, Software  Development skill, Networking",1 hour,"Software, NETWORKING",Single,No,Bachelor,No,3.73,No,3.73,11,20000 BDT,
2014,Male,26,2014,BCSE,22,No,Yes,3,2,Online,Yes,Yes,1 hour,Basic,100%,Yes,No,Yes,"Cyber security, Networking",5,NETWORKING,Single,No,Family,No,2,No,2,80,25000,
2019,Male,25,2017,BCSE,11,Yes,Yes,2,1,Offline,Yes,Yes,5,Intermediate,80%,No,No,Yes,Basic,More or less 1 hour on an average ,Software,Single,Yes,Bachelor,No,3.78,No,3.56,132,15-20k,
2017,Male,24,2015,BCSE,15,Yes,Yes,6,4,Offline,Yes,Yes,1,Intermediate,100%,No,No,Yes,Programming,2,Software,Single,Yes,Family,No,3.42,No,3.02,136,Alhamdulillah 50000,
2018,Female,21,2017,BCSE,14,No,No,4,5,Online,Yes,Yes,5,Advance,95%,Yes,No,Yes,Programming,1,Software,Single,No,Bachelor,Yes,3.5,No,3.2,122,15000,
2022,Male,21,2020,BCSE,2 nd,Yes,No,2/3,1/2,Offline,Yes,Yes,Yes,Intermediate,Over 90%,No,No,Yes,"Programming, Software  Development skill, Networking",2/3,"Software, Hardware, Artificial Intelligence",Single,Yes,Bachelor,No,3.26,No,3.26,11,22000,
2022,Female,21,2020,BCSE,2nd,Yes,Yes,2-3,2,Offline,Yes,Yes,2-3,Basic,70%,Yes,No,No,Cyber security,1,Artificial Intelligence,Single,No,Family,No,3.9,No,3.8,12,25000,
2019,Female,21,2018,BCSE,9,Yes,Yes,2,1,Online,Yes,Yes,5,Intermediate,95%,No,No,No,Programming,1,Software,Single,No,Family,No,3.7,No,3.68,105,50000,
2019,Female,22,2018,BCSE,11,No,No,Not fixed,Not fixed,Offline,Yes,Yes,Not fixed,Intermediate,100%,No,No,No,"Web development skill(Backend), Web development skill(Frontend)","Now  a days not more than 1
",Software,Single,No,Bachelor,No,3.82,No,3.65,78,30000,
2019,Female,21,2018,BCSE,11,Yes,No,5,2,Offline,Yes,Yes,5,Advance,99%,No,No,No,Web development skill(Frontend),2,"Machine Learning / Deep Learning, Data Science",Single,Yes,Family,No,3.85,No,3.72,126,1lac,
2016,Male,24,2016,BCSE,18,No,Yes,2 to 3,2 times,Offline,Yes,Yes,Half hour,Advance,95%,Yes,No,Yes,"Programming, Software  Development skill, Digital Marketing, SEO, Data scraping,  Data Entry ",3 to 5 hours,Software,Married,Yes,Bachelor,No,3.1,No,2.84,133,20000,
2022,Female,20,2020,BCSE,2nd,Yes,No,2 hour,2 hour,Online,Yes,No,6 hour,Intermediate,90%,No,No,Yes,"Networking, Nothing",0 hour,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, UI/UX, Data Science",Single,,Bachelor,No,2.67,No,2.67,12,35000,
2019,Female,23,2017,BCSE,9,No,Yes,3,2,Offline,Yes,Yes,1,Intermediate,80%,No,No,No,"Programming, Web development skill(Frontend)",1,"Machine Learning / Deep Learning, Data Science",Single,No,Bachelor,No,3.82,No,3.6,84,30000,
2022,Male,20,2020,BCSE,2nd,Yes,Yes,4/6 hour,3/4 times,Offline,Yes,Yes,2-3hr,Basic,100%,No,No,No,Programming,1-2hr,"Software, NETWORKING, Machine Learning / Deep Learning",Single,Yes,Family,No,3.72,No,3.72,11,40000 BDT,
2019,Female,21,2018,BCSE,Summer 2022,No,Yes,2 hours,1 time,Offline,Yes,Yes,2 or 3 hours,Intermediate,90%,No,No,Yes,Programming,1,Artificial Intelligence,Single,No,Family,No,3.51,No,3.56,125,40000,
2020,Male,22,2018,BCSE,8th,No,No,8/9 hour,7 hour,Online,Yes,No,4-5 hour,Intermediate,90%,No,No,Yes,"Software  Development skill, Web development skill(Frontend), Cyber security",5 hour,"Software, Hardware, NETWORKING, Machine Learning / Deep Learning, Artificial Intelligence, Data Science",Single,No,Bachelor,Yes,3.48,No,3.35,75,"40,000",
2019,Male,22,2018,BCSE,11th,No,No,3-4,2,Offline,Yes,Yes,20min,Basic,90%,No,No,Yes,Software  Development skill,1,Machine Learning / Deep Learning,Single,No,Bachelor,No,2.65,No,2.99,121,50000,
2019,Male,22,2018,BCSE,11,No,Yes,6-7,3-4,Online,Yes,Yes,2-3h,Intermediate,99.50%,No,No,Yes,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",5-7h,"Software, Machine Learning / Deep Learning, Artificial Intelligence",In a relationship,Yes,Bachelor,No,3.72,No,3.42,131,Not sure,
Spri,Male,23,Diploma passed ,BCSE,Summer 2022,Yes,No,3-4,2 times,Online,Yes,No,Average 3 hours,Basic,85 %plus,Yes,No,Yes,Programming,1,Software,Single,,Bachelor,No,1.96,No,00,11,00,
2019,Female,23,2017,BCSE,10,Yes,Yes,2,3,Offline,Yes,Yes,1,Advance,95%,No,No,Yes,Networking,2,NETWORKING,Married,Yes,Family,No,3.38,No,3.6,Above 120,50000,
2018,Male,23,2017,BCSE,14,No,Yes,7,2,Online,Yes,Yes,2 or 3,Intermediate,80%,Yes,No,No,"Programming, Software  Development skill, Web development skill(Backend), Web development skill(Frontend)",1 or 2,"Software, NETWORKING, Data Science",In a relationship,Yes,Family,No,2.8,No,2.8,130,18000,
2019,Female,21,2018,BCSE,9 semester ,No,No,5,2,Online,Yes,Yes,4,Intermediate,100%,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",2,Web development ,Single,No,Family,Yes,3.36,No,3.59,100,"40,000",
2020,Male,22,2028,BCSE,8th,No,,2-3,2,Offline,Yes,Yes,4/5 hours,Intermediate,85%,No,No,Yes,"Software  Development skill, Networking",1,"Software, Hardware, NETWORKING, Data Science",Single,,Bachelor,No,3.33,No,3.1,80+,,
2017,Male,25,2016,BCSE,15,No,No,"1,2h",1,Online,Yes,Yes,2,Intermediate,90%,Yes,No,Yes,"Networking, MIS",2,"Hardware, NETWORKING, Data Science, MIS",Single,Yes,Family,Yes,2.11,Yes,2.54,126,80000,
2021,Male,21,2020,BCSE,4r th summer 2022,No,No,1 hour,1 time,Offline,Yes,Yes,6-7 hour,Basic,50-60%,No,No,Yes,Programming,20 minute,Software,Single,No,Family,Yes,2.83,No,3.05,35-37,20000,
2021,Male,21,2019,BCSE,4th(summer),Yes,Yes,3/4,2,Online,Yes,Yes,4/5,Intermediate,Regular in class,Yes,No,No,"Programming, Software  Development skill, Networking, Graphics design",1/2 hour,"Software, NETWORKING, UI/UX",Single,Yes,Family,No,2.2,No,2.2,30+,Personal,
2019,Male,23,2018,BCSE,11th,No,Yes,6 hours,3-4 times,Offline,Yes,Yes,6-7 hours,Intermediate,98%,No,No,Yes,"Programming, Web development skill(Backend), Web development skill(Frontend)",3,"Software, Machine Learning / Deep Learning, Artificial Intelligence",Single,Yes,Family,No,3.2,No,3.22,110-120,50000 BDT,
